,symbols
5740,EMLC
5741,PAC
5742,STGF
5743,TVE
5744,NUBD
5745,MMS
5746,HAL
5747,PNC
5748,GLCN
5749,SYLD
5750,AROC
5751,TMUS
5752,CTRA
5753,EGY
5754,EQWL
5755,AFGC
5756,ORN
5757,DJP
5758,AWR
5759,HKND
5760,OIH
5761,IBP
