,x,y,area
FOYRK.AT,1015,9912,10060680
HID.L,1016,9910,10068560
JEL.L,1017,9910,10078470
QTG.AX,1018,9904,10082272
EVZ.AX,1019,9904,10092176
EGY.AX,1020,9904,10102080
KSN.AX,1021,9904,10111984
AYM.L,1022,9904,10121888
FFI.AX,1023,9893,10120539
ODP,1024,9891,10128384
FUND,1025,9886,10133150
GML.AX,1026,9880,10136880
WM,1027,9876,10142652
NABZY,1028,9874,10150472
SSP,1029,9870,10156230
OLH.AX,1030,9867,10163010
SIG,1031,9860,10165660
MERC,1032,9856,10171392
BAR.L,1033,9854,10179182
BKT,1034,9854,10189036
CIF,1035,9854,10198890
MTH,1036,9852,10206672
VOD.L,1037,9844,10208228
ZGL.AX,1038,9842,10215996
CLX.AX,1039,9841,10224799
PAC.AX,1040,9836,10229440
IOMT,1041,9836,10239276
EZL.AX,1042,9831,10243902
JYC.AX,1043,9831,10253733
SST.AX,1044,9822,10254168
SXS.L,1045,9818,10259810
BN.PA,1046,9817,10268582
ETCIA,1047,9816,10277352
CMT,1048,9814,10285072
OIA,1049,9812,10292788
SUN.L,1050,9811,10301550
MVF,1051,9809,10309259
ZTR,1052,9807,10316964
FT,1053,9807,10326771
ARBB.L,1054,9807,10336578
ERW.BK,1055,9805,10344275
CNE.L,1056,9802,10350912
MAN,1057,9801,10359657
AKG.AX,1058,9798,10366284
GTG.AX,1059,9797,10375023
LNN,1060,9795,10382700
BIOT.AT,1061,9794,10391434
MGPI,1062,9788,10394856
LMG.AX,1063,9787,10403581
KTF,1064,9786,10412304
DMF,1065,9786,10422090
MPV,1066,9786,10431876
EMB.AX,1067,9785,10440595
VOD,1068,9779,10443972
SNL.AX,1069,9776,10450544
FRBK,1070,9775,10459250
SUN.AX,1071,9773,10466883
HIFS,1072,9749,10450928
JMM,1073,9739,10449947
RPT,1074,9739,10459686
LWAY,1075,9738,10468350
TORM,1076,9735,10474860
CDZI,1077,9735,10484595
MITK,1078,9735,10494330
DAIO,1079,9735,10504065
BOOM,1080,9733,10511640
TLW.L,1081,9732,10520292
NEON,1082,9730,10527860
TECH,1083,9708,10513764
ABD.L,1084,9705,10520220
CXE,1085,9702,10526670
PMM,1086,9702,10536372
SHI.L,1087,9697,10540639
DGIX,1088,9694,10547072
SKS.AX,1089,9692,10554588
CLRO,1090,9692,10564280
SIH.AX,1091,9687,10568517
B7K1.BE,1092,9683,10573836
DYL.AX,1093,9679,10579147
KSM,1094,9678,10587732
TEM.L,1095,9678,10597410
CYTR,1096,9675,10603800
TET.L,1097,9671,10609087
SDY.L,1098,9671,10618758
VLT,1099,9658,10614142
DXB.AX,1100,9654,10619400
REPYY,1101,9644,10618044
CXH,1102,9638,10621076
BPT,1103,9636,10628508
BAB.L,1104,9634,10635936
IEX,1105,9628,10638940
CRUS,1106,9623,10643038
FRME,1107,9615,10643805
BNSO,1108,9610,10647880
PHI.L,1109,9604,10650836
TG,1110,9604,10660440
CRH,1111,9598,10663378
CGNX,1112,9593,10667416
MCR,1113,9592,10675896
EWC.AX,1114,9589,10682146
HAS.L,1115,9581,10682815
NMK-PC,1116,9579,10690164
PXFG,1117,9577,10697509
NEOG,1118,9569,10698142
PDG.L,1119,9569,10707711
SNV,1120,9555,10701600
HALL,1121,9550,10705550
OBCI,1122,9549,10713978
ADD.AX,1123,9548,10722404
SVT.L,1124,9547,10730828
UU.L,1125,9547,10740375
SGE.L,1126,9546,10748796
EOG,1127,9539,10750453
DGII,1128,9537,10757736
HGT.L,1129,9534,10763886
RSPI,1130,9515,10751950
LSCC,1131,9513,10759203
STAR,1132,9508,10763056
IMGN,1133,9507,10771431
MFV,1134,9507,10780938
DSM,1135,9504,10787040
BLFS,1136,9504,10796544
ISOL,1137,9493,10793541
PTC,1138,9492,10801896
PPT.AX,1139,9490,10809110
PDT,1140,9487,10815180
GSBC,1141,9487,10824667
AWCMY,1142,9475,10820450
GF,1143,9458,10810494
MPO.AX,1144,9443,10802792
CSCO,1145,9442,10811090
HOLX,1146,9433,10810218
JOF,1147,9424,10809328
VLY,1148,9417,10810716
JOE,1149,9417,10820133
PDCE,1150,9415,10827250
ARHN,1151,9415,10836665
BANF,1152,9415,10846080
EVI,1153,9415,10855495
MTW,1154,9415,10864910
IGT,1155,9415,10874325
CPE,1156,9415,10883740
IRL,1157,9412,10889684
TTI,1158,9410,10896780
VICR,1159,9410,10906190
BDCO,1160,9405,10909800
GVA,1161,9398,10911078
KMPR,1162,9396,10918152
BRLA.L,1163,9394,10925222
SATOK.AT,1164,9387,10926468
ELXS,1165,9386,10934690
EBG.AX,1166,9381,10938246
MMSI,1167,9381,10947627
FDLB,1168,9378,10953504
STJ.L,1169,9362,10944178
ADW-B.TO,1170,9358,10948860
TRG.L,1171,9357,10957047
BBL.AX,1172,9353,10961716
GEBKA.AT,1173,9350,10967550
BHE,1174,9350,10976900
RIO,1175,9349,10985075
ADMT,1176,9334,10976784
TRMB,1177,9333,10984941
CRD-A,1178,9326,10986028
UNBL.PA,1179,9321,10989459
MXE,1180,9315,10991700
BOI.PA,1181,9314,10999834
EXPO,1182,9313,11007966
PRK,1183,9303,11005449
EN.PA,1184,9301,11012384
NR,1185,9299,11019315
PCGR,1186,9291,11019126
VIL.PA,1187,9290,11027230
ASL.L,1188,9289,11035332
MTRX,1189,9285,11039865
ESE,1190,9281,11044390
NRIM,1191,9249,11015559
NTP,1192,9241,11015272
CATY,1193,9228,11009004
INV.L,1194,9211,10997934
SEDN,1195,9199,10992805
PFD,1196,9198,11000808
ELEC.PA,1197,9197,11008809
QDEL,1198,9193,11013214
CBEX,1199,9179,11005621
NQP,1200,9179,11014800
ERF.TO,1201,9177,11021577
EPIL.AT,1202,9177,11030754
MLI,1203,9176,11038728
JLMC,1204,9171,11041884
DORM,1205,9166,11045030
DEO,1206,9164,11051784
SSE.L,1207,9152,11046464
REGN,1208,9152,11055616
PSB,1209,9150,11062350
X,1210,9144,11064240
IDIP.PA,1211,9143,11072173
HAE,1212,9124,11058288
IONS,1213,9119,11061347
CYAN,1214,9117,11068038
ZSATYASL.BO,1215,9108,11066220
DEEPAKFERT.BO,1216,9107,11074112
LCUT,1217,9106,11082002
FCFS,1218,9102,11086236
IDXX,1219,9094,11085586
RGS,1220,9094,11094680
ISIG,1221,9092,11101332
CLWY,1222,9091,11109202
CRVL,1223,9089,11115847
NEAGI.BO,1224,9084,11118816
DIN,1225,9079,11121775
STRL,1226,9079,11130854
SPKKY,1227,9076,11136252
RWD.AX,1228,9073,11141644
VRTX,1229,9071,11148259
MNRO,1230,9067,11152410
PRGS,1231,9067,11161477
SPK.AX,1232,9066,11169312
MTG,1233,9061,11172213
ZBRA,1234,9055,11173870
FEV.L,1235,9054,11181690
EZPW,1236,9047,11182092
BTX,1237,9045,11188665
MGIC,1238,9044,11196472
PRA,1239,9041,11201799
BOKF,1240,9040,11209600
HSV.L,1241,9037,11214917
MED.AX,1242,9037,11223954
FIZZ,1243,9034,11229262
BIIB,1244,9032,11235808
CDI.PA,1245,9026,11237370
IATR.AT,1246,9023,11242658
NHI,1247,9016,11242952
NUO,1248,9010,11244480
RHP,1249,9005,11247245
ODFL,1250,9005,11256250
WNC,1251,8994,11251494
MTE.L,1252,8989,11254228
HMN,1253,8989,11263217
VKQ,1254,8985,11267190
KIM,1255,8984,11274920
DTF,1256,8984,11283904
JBSS,1257,8976,11282832
OI,1258,8971,11285518
QCOM,1259,8969,11291971
MYD,1260,8967,11298420
TTEK,1261,8967,11307387
PRGO,1262,8967,11316354
LAT.PA,1263,8963,11320269
AVG.AX,1264,8958,11322912
OFC,1265,8957,11330605
CBE.PA,1266,8956,11338296
PEYE,1267,8945,11333315
GILD,1268,8941,11337188
SWM.AX,1269,8937,11341053
DRREDDY.BO,1270,8937,11349990
SMG,1271,8934,11355114
M,1272,8931,11360232
GFC.PA,1273,8930,11367890
PFO,1274,8930,11376820
DCC.BK,1275,8927,11381925
ROP,1276,8925,11388300
CAF.PA,1277,8923,11394671
VGM,1278,8921,11401038
UFF.PA,1279,8918,11406122
STAA,1280,8917,11413760
SCHL,1281,8917,11422677
HINDOILEXP.BO,1282,8916,11430312
SNPS,1283,8916,11439228
ELY,1284,8914,11445576
CRT,1285,8914,11454490
THFF,1286,8912,11460832
LAM.TO,1287,8910,11467170
JACK,1288,8910,11476080
GHCL.BO,1289,8906,11479834
IIIN,1290,8902,11483580
VOXX,1291,8902,11492482
NBTB,1292,8902,11501384
MYN,1293,8902,11510286
ELA,1294,8901,11517894
NXP,1295,8900,11525500
USAK,1296,8900,11534400
TGB,1297,8896,11538112
NTIC,1298,8894,11544412
ICUI,1299,8892,11550708
MHK,1300,8891,11558300
CAA,1301,8890,11565890
ITPOF,1302,8886,11569572
CNR,1303,8884,11575852
LGO.AX,1304,8883,11583432
HNE.L,1305,8882,11591010
MYI,1306,8882,11599892
KOPN,1307,8881,11607467
STBA,1308,8878,11612424
RNST,1309,8875,11617375
OFIX,1310,8875,11626250
MF.PA,1311,8873,11632503
VIRP.PA,1312,8871,11638752
HQL,1313,8870,11646310
HWDN.L,1314,8870,11655180
BKE,1315,8865,11657475
ROBOF,1316,8863,11663708
VTN,1317,8862,11671254
BSX,1318,8858,11674844
MEOH,1319,8858,11683702
KSS,1320,8858,11692560
USPH,1321,8850,11690850
STE,1322,8848,11697056
FC,1323,8847,11704581
VMO,1324,8847,11713428
BBBY,1325,8845,11719625
DHI,1326,8845,11728470
FCF,1327,8842,11733334
GTMAY,1328,8842,11742176
WIPRO.BO,1329,8840,11748360
TRT,1330,8838,11754540
COLB,1331,8838,11763378
PRMW,1332,8838,11772216
PMDL,1333,8838,11781054
NXC,1334,8835,11785890
NXN,1335,8835,11794725
FCEL,1336,8831,11798216
SBUX,1337,8830,11805710
STRS,1338,8827,11810526
GTIM,1339,8822,11812658
CHN,1340,8821,11820140
600654.SS,1341,8819,11826279
600653.SS,1342,8818,11833756
CENT,1343,8818,11842574
WIRE,1344,8817,11850048
MQY,1345,8814,11854830
BRBMF,1346,8812,11860952
600603.SS,1347,8811,11868417
CREAF,1348,8804,11867792
OHI,1349,8801,11872549
JDW.L,1350,8795,11873250
LTC,1351,8794,11880694
FUNC,1352,8782,11873264
ESMC,1353,8776,11873928
EQS,1354,8776,11882704
BFET,1355,8771,11884705
CAKE,1356,8771,11893476
IQI,1357,8769,11899533
NIM,1358,8769,11908302
LFUS,1359,8769,11917071
MQT,1360,8769,11925840
CCU,1361,8767,11931887
BLX,1362,8767,11940654
NEX.L,1363,8766,11948058
600652.SS,1364,8754,11940456
HIL.BO,1365,8752,11946480
TRIB,1366,8748,11949768
VTNR,1367,8748,11958516
CPSS,1368,8747,11965896
MTX,1369,8746,11973274
PDCO,1370,8743,11977910
RDN,1371,8741,11983911
KAI,1372,8739,11989908
MIY,1373,8738,11997274
MPA,1374,8738,12006012
QUMU,1375,8737,12013375
600605.SS,1376,8735,12019360
NAVB,1377,8734,12026718
BIOL,1378,8732,12032696
LGND,1379,8728,12035912
MGR.AX,1380,8717,12029460
PESI,1381,8714,12034034
STLY,1382,8714,12042748
BCBHF,1383,8714,12051462
GPK,1384,8712,12057408
600602.SS,1385,8711,12064735
SM,1386,8708,12069288
KENNAMET.BO,1387,8703,12071061
ULBI,1388,8703,12079764
MTCH,1389,8686,12064854
IAC,1390,8686,12073540
CHMP,1391,8684,12079444
MPML,1392,8683,12086736
CAPS,1393,8679,12089847
EGY,1394,8678,12097132
AKT-B.TO,1395,8678,12105810
RCKY,1396,8675,12110300
PEBO,1397,8670,12111990
UEIC,1398,8668,12117864
DYNAMATECH.BO,1399,8668,12126532
BKN,1400,8663,12128200
CFIN,1401,8663,12136863
IIM,1402,8663,12145526
VFL,1403,8663,12154189
MS,1404,8661,12160044
ELS,1405,8659,12165895
NATH,1406,8658,12173148
TINPLATE.BO,1407,8657,12180399
PHI.AX,1408,8656,12187648
UBCP,1409,8656,12196304
SGA,1410,8656,12204960
GGDANDE.BO,1411,8655,12212205
WETF,1412,8654,12219448
LSTR,1413,8653,12226689
INTU,1414,8648,12228272
HWG.L,1415,8647,12235505
ORL.AX,1416,8646,12242736
SCVL,1417,8646,12251382
HANA.BK,1418,8645,12258610
MRGO,1419,8644,12265836
NMT,1420,8644,12274480
NPV,1421,8644,12283124
MCHP,1422,8643,12290346
HGBL,1423,8641,12296143
SYBT,1424,8640,12303360
CHS,1425,8640,12312000
GBR,1426,8639,12319214
CB,1427,8639,12327853
GILT,1428,8638,12335064
MUEL,1429,8636,12340844
CHDN,1430,8636,12349480
2317.TW,1431,8633,12353823
SGC.L,1432,8630,12358160
DRLCQ,1433,8630,12366790
FOSL,1434,8629,12373986
MVT,1435,8627,12379745
SANM,1436,8626,12386936
DVO.L,1437,8625,12394125
TCBK,1438,8622,12398436
RCL,1439,8616,12398424
ALKYLAMINE.BO,1440,8613,12402720
JBL,1441,8612,12409892
ACC.BK,1442,8610,12415620
NTZ,1443,8605,12417015
SPGZ,1444,8601,12419844
TWI,1445,8600,12427000
WTT,1446,8597,12431262
PMO,1447,8597,12439859
NOM,1448,8596,12447008
SPE,1449,8594,12452706
RIG,1450,8594,12461300
JNP,1451,8594,12469894
SKT,1452,8594,12478488
PZZA,1453,8587,12476911
PNBC,1454,8585,12482590
VPV,1455,8585,12491175
VCV,1456,8585,12499760
THRM,1457,8585,12508345
BNP.PA,1458,8584,12515472
BBSI,1459,8584,12524056
NSYS,1460,8584,12532640
BCNN,1461,8579,12533919
600622.SS,1462,8579,12542498
WAYN,1463,8576,12546688
YPF,1464,8572,12549408
CRH.L,1465,8571,12556515
SIM,1466,8570,12563620
MUA,1467,8559,12556053
MSD,1468,8559,12564612
CPT,1469,8555,12567295
SHI,1470,8552,12571440
MCRI,1471,8544,12568224
EQR,1472,8540,12570880
BWA,1473,8539,12577947
FLL,1474,8537,12583538
BFS,1475,8535,12589125
WINA,1476,8531,12591756
600629.SS,1477,8530,12598810
PCM,1478,8529,12605862
RAVE,1479,8526,12609954
FTEK,1480,8522,12612560
KOF,1481,8517,12613677
SQM,1482,8512,12614784
CASH,1483,8512,12623296
TEI,1484,8510,12628840
MOV,1485,8505,12629925
IT,1486,8502,12633972
WKP.L,1487,8502,12642474
QCRH,1488,8501,12649488
BRWM.L,1489,8501,12657989
DVN.AX,1490,8495,12657550
DECK,1491,8494,12664554
BYD,1492,8494,12673048
600641.SS,1493,8490,12675570
LXP,1494,8489,12682566
SCP.L,1495,8488,12689560
RVSB,1496,8487,12696552
REG,1497,8484,12700548
POS.AX,1498,8483,12707534
PTEN,1499,8482,12714518
FFIN,1500,8482,12723000
MHO,1501,8481,12729981
HHS,1502,8480,12736960
INCY,1503,8480,12745440
ITRI,1504,8479,12752416
ROCK,1505,8479,12760895
URBN,1506,8477,12766362
CNTY,1507,8476,12773332
UFPI,1508,8476,12781808
MACE,1509,8474,12787266
OSBC,1510,8472,12792720
SCHN,1511,8472,12801192
VIAV,1512,8471,12808152
NYCB,1513,8467,12810571
HRI.L,1514,8467,12819038
BDC,1515,8466,12825990
600604.SS,1516,8463,12829908
WVFC,1517,8462,12836854
PRKR,1518,8461,12843798
TRI.L,1519,8457,12846183
SUI,1520,8455,12851600
BOLL,1521,8453,12857013
EMN,1522,8452,12863944
TV,1523,8452,12872396
SPG,1524,8452,12880848
SHOO,1525,8452,12889300
RMT,1526,8451,12896226
UFPT,1527,8449,12901623
CMCT,1528,8449,12910072
SPDC,1529,8447,12915463
CTO.AX,1530,8446,12922380
FBSI,1531,8446,12930826
SHREDIGCEM.BO,1532,8445,12937740
MED,1533,8441,12940053
ARCAY,1534,8441,12948494
ITI,1535,8438,12952330
FJV.L,1536,8436,12957696
GSFC.BO,1537,8435,12964595
AEGEK.AT,1538,8435,12973030
AVJ.AX,1539,8432,12976848
600663.SS,1540,8431,12983740
HINDALCO.BO,1541,8426,12984466
HAIN,1542,8426,12992892
BOMDYEING.BO,1543,8426,13001318
ITC.BO,1544,8425,13008200
IBT.L,1545,8425,13016625
HINDUNILVR.BO,1546,8425,13025050
RGCO,1547,8418,13022646
AVH.AX,1548,8417,13029516
GNCMA,1549,8415,13034835
TATACHEM.BO,1550,8413,13040150
SGMA,1551,8412,13047012
AIOLC.AT,1552,8412,13055424
900908.SS,1553,8412,13063836
DAKT,1554,8411,13070694
ESCORTS.BO,1555,8410,13077550
RFI,1556,8410,13085960
IFN,1557,8408,13091256
TSCO,1558,8406,13096548
MLM,1559,8406,13104954
RYN,1560,8406,13113360
IIF,1561,8405,13120205
SILC,1562,8405,13128610
LMSC,1563,8403,13133889
BZH,1564,8402,13140728
BLM.V,1565,8396,13139740
GOG.L,1566,8396,13148136
BCRX,1567,8395,13154965
DDR,1568,8395,13163360
900901.SS,1569,8395,13171755
MAC,1570,8391,13173870
ZEUS,1571,8391,13182261
NNBR,1572,8388,13185936
CPRT,1573,8386,13191178
ICP.L,1574,8386,13199564
FLEX,1575,8385,13206375
RCS,1576,8385,13214760
JII.L,1577,8385,13223145
SCSC,1578,8385,13231530
CLI.L,1579,8381,13233599
BRW.L,1580,8379,13238820
LARK,1581,8378,13245618
900909.SS,1582,8377,13252414
CZNC,1583,8374,13256042
PRPH,1584,8374,13264416
PKIN,1585,8374,13272790
VOQP,1586,8374,13281164
TENX,1587,8374,13289538
DWSN,1588,8374,13297912
CNLTN,1589,8374,13306286
SCND,1590,8374,13314660
ROYL,1591,8374,13323034
NNUP,1592,8374,13331408
TBI,1593,8374,13339782
LCI,1594,8374,13348156
CVLY,1595,8374,13356530
CNOB,1596,8374,13364904
WWD,1597,8374,13373278
USNA,1598,8374,13381652
IFNY,1599,8374,13390026
SNGX,1600,8374,13398400
LNG,1601,8374,13406774
POGS,1602,8374,13415148
CPSH,1603,8374,13423522
CCEL,1604,8374,13431896
CCNE,1605,8374,13440270
FRAF,1606,8373,13447038
HNRG,1607,8373,13455411
CIVB,1608,8373,13463784
600612.SS,1609,8373,13472157
RFIL,1610,8373,13480530
NSARP,1611,8373,13488903
HAFC,1612,8373,13497276
LECO,1613,8372,13504036
LFVN,1614,8372,13512408
FINN,1615,8372,13520780
SASR,1616,8372,13529152
ARTNB,1617,8372,13537524
WELPP,1618,8371,13544278
FCBC,1619,8371,13552649
DSS,1620,8371,13561020
IGQ5.SG,1621,8370,13567770
EXP,1622,8369,13574518
SMBC,1623,8369,13582887
FCIC,1624,8369,13591256
PCYO,1625,8368,13598000
ENSV,1626,8368,13606368
600675.SS,1627,8368,13614736
CCF,1628,8366,13619848
MCEM,1629,8366,13628214
ESTE,1630,8364,13633320
BSRR,1631,8364,13641684
HGL.AX,1632,8361,13645152
HMGN,1633,8360,13651880
MLP,1634,8359,13658606
CNAF,1635,8359,13666965
900903.SS,1636,8358,13673688
600608.SS,1637,8356,13678772
CCFN,1638,8356,13687128
NTM.AX,1639,8355,13693845
MXC,1640,8354,13700560
NKTR,1641,8354,13708914
600681.SS,1642,8351,13712342
SJG.L,1643,8351,13720693
HOOB,1644,8348,13724112
III.L,1645,8347,13730815
HMY,1646,8344,13734224
LINS,1647,8344,13742568
ANZBY,1648,8344,13750912
600684.SS,1649,8344,13759256
DRD,1650,8344,13767600
SYPR,1651,8343,13774293
ING,1652,8343,13782636
BHARATFORG.BO,1653,8342,13789326
600620.SS,1654,8342,13797668
PNS.L,1655,8341,13804355
CUBA,1656,8341,13812696
CSL.AX,1657,8340,13819380
SSD,1658,8337,13822746
PENN,1659,8337,13831083
SMIT,1660,8336,13837760
PWOD,1661,8332,13839452
MBKL,1662,8331,13846122
ESS,1663,8329,13851127
CCBG,1664,8329,13859456
THMG,1665,8329,13867785
HIW,1666,8328,13874448
600618.SS,1667,8326,13879442
FREVS,1668,8326,13887768
IMAX,1669,8326,13896094
CSHEF,1670,8322,13897740
600619.SS,1671,8319,13901049
FR,1672,8316,13904352
CPTP,1673,8316,13912668
600699.SS,1674,8316,13920984
HMNF,1675,8312,13922600
NOK,1676,8311,13929236
600624.SS,1677,8306,13929162
AVAX.AT,1678,8305,13935790
GBX,1679,8302,13939058
PIAC,1680,8299,13942320
SVW.AX,1681,8299,13950619
ENBP,1682,8299,13958918
MATW,1683,8298,13965534
600802.SS,1684,8296,13970464
600801.SS,1685,8296,13978760
FYI.AX,1686,8295,13985370
600810.SS,1687,8294,13991978
600811.SS,1688,8294,14000272
GAW.L,1689,8294,14008566
600809.SS,1690,8294,14016860
GEO,1691,8293,14023463
FVI.TO,1692,8292,14030064
600628.SS,1693,8292,14038356
MLR,1694,8289,14041566
EMG.L,1695,8285,14043075
HNFSA,1696,8283,14047968
TRAC,1697,8282,14054554
FSPM,1698,8281,14061138
CRLI,1699,8280,14067720
BTO,1700,8279,14074300
600815.SS,1701,8278,14080878
EFOI,1702,8277,14087454
ASIAN.BK,1703,8275,14092325
TAH.AX,1704,8275,14100600
900905.SS,1705,8274,14107170
CWP.AX,1706,8274,14115444
HBLPOWER.BO,1707,8274,14123718
ELMA,1708,8273,14130284
PNBK,1709,8268,14130012
CHH.L,1710,8267,14136570
MSN,1711,8267,14144837
FTC.L,1712,8267,14153104
ABA.AX,1713,8262,14152806
DAR,1714,8261,14159354
FSV.L,1715,8260,14165900
SIRI,1716,8259,14172444
WVVI,1717,8258,14178986
600626.SS,1718,8255,14182090
BCP.BK,1719,8255,14190345
CYN.L,1720,8254,14196880
TDF,1721,8253,14203413
CEM.MI,1722,8252,14209944
600845.SS,1723,8248,14211304
PFM.AX,1724,8248,14219552
TESS,1725,8248,14227800
RELX,1726,8242,14225692
KBT.L,1727,8241,14232207
AGS.AX,1728,8240,14238720
MXI.AX,1729,8240,14246960
AMS.L,1730,8239,14253470
GGT,1731,8239,14261709
HNP,1732,8239,14269948
GRMC,1733,8239,14278187
600850.SS,1734,8239,14286426
600630.SS,1735,8237,14291195
PKX,1736,8236,14297696
O,1737,8234,14302458
900906.SS,1738,8233,14308954
SSYS,1739,8231,14313709
600853.SS,1740,8231,14321940
B.MI,1741,8229,14326689
CARV,1742,8229,14334918
KNX,1743,8229,14343147
AKZA.AS,1744,8229,14351376
PHIA.AS,1745,8229,14359605
TSEM,1746,8228,14366088
BMO,1747,8227,14372569
KEP,1748,8227,14380796
BATS.L,1749,8226,14387274
BSAC,1750,8224,14392000
SJM,1751,8224,14400224
WAYS,1752,8224,14408448
MCO,1753,8224,14416672
HHHEF,1754,8224,14424896
HDSN,1755,8224,14433120
LSCG,1756,8224,14441344
NIFCY,1757,8224,14449568
OVBC,1758,8221,14452518
EGYF,1759,8220,14458980
PEN.AX,1760,8220,14467200
NWBI,1761,8219,14473659
CTHZ,1762,8218,14480116
MCK,1763,8217,14486571
HBTC,1764,8216,14493024
CCHI,1765,8216,14501240
HSTG,1766,8214,14505924
600640.SS,1767,8213,14512371
900928.SS,1768,8213,14520584
COF,1769,8213,14528797
FORD,1770,8212,14535240
TGS,1771,8212,14543452
CUBV,1772,8210,14548120
TIT.MI,1773,8209,14554557
600647.SS,1774,8208,14560992
600636.SS,1775,8207,14567425
DWOG,1776,8206,14573856
SRMX,1777,8206,14582062
VECO,1778,8204,14586712
G.MI,1779,8203,14593137
FFKT,1780,8202,14599560
STM,1781,8197,14598857
VTEQ,1782,8197,14607054
MIT.MI,1783,8197,14615251
600635.SS,1784,8197,14623448
ALOKTEXT.BO,1785,8196,14629860
ZUC.MI,1786,8196,14638056
NOBLEXP.BO,1787,8193,14640891
MB.MI,1788,8193,14649084
LTFD,1789,8192,14655488
CYD,1790,8191,14661890
VOW.DE,1791,8190,14668290
MIND,1792,8189,14674688
IRS,1793,8189,14682877
ZTF.L,1794,8187,14687478
600661.SS,1795,8187,14695665
SST.L,1796,8187,14703852
OIG.L,1797,8186,14710242
BZU.MI,1798,8185,14716630
BBD-B.TO,1799,8184,14723016
YMZBY,1800,8180,14724000
PBEV,1801,8176,14724976
MTU.L,1802,8175,14731350
EME,1803,8174,14737722
VIEWF,1804,8173,14744092
TIBN.SW,1805,8172,14750460
SUGBY,1806,8172,14758632
YNGN.L,1807,8169,14761383
WPP.L,1808,8168,14767744
OKASY,1809,8168,14775912
P8W.BE,1810,8167,14782270
600645.SS,1811,8167,14790437
CIGI,1812,8166,14796792
ENG,1813,8166,14804958
KILITCH.BO,1814,8166,14813124
600650.SS,1815,8165,14819475
NSIT,1816,8164,14825824
RCII,1817,8163,14832171
CWCO,1818,8163,14840334
600613.SS,1819,8161,14844859
SDG.AX,1820,8160,14851200
BWTX,1821,8157,14853897
PEBA,1822,8157,14862054
CRU.L,1823,8155,14866565
DEMO,1824,8155,14874720
CIBN,1825,8154,14881050
AIFS,1826,8154,14889204
TROG,1827,8153,14895531
ARTM,1828,8153,14903684
CFCC,1829,8153,14911837
AEEI,1830,8152,14918160
CRBO,1831,8152,14926312
600668.SS,1832,8151,14932632
ZONX,1833,8151,14940783
AGTT,1834,8151,14948934
CMKI,1835,8150,14955250
ASLM,1836,8150,14963400
CLCL,1837,8150,14971550
TODM,1838,8149,14977862
QPRC,1839,8148,14984172
IPCALAB.BO,1840,8148,14992320
SGMD,1841,8148,15000468
CAEN,1842,8148,15008616
GRYEF,1843,8148,15016764
MDIT,1844,8146,15021224
AMLC,1845,8144,15025680
600666.SS,1846,8144,15033824
WWH.L,1847,8144,15041968
UNI.MI,1848,8142,15046416
STRT,1849,8142,15054558
CTON,1850,8141,15060850
CM.TO,1851,8135,15057885
CAE.TO,1852,8135,15066020
ENB.TO,1853,8135,15074155
SU.TO,1854,8135,15082290
CFP.TO,1855,8135,15090425
CCL-B.TO,1856,8135,15098560
WN.TO,1857,8135,15106695
CNQ.TO,1858,8135,15114830
CGO.TO,1859,8134,15121106
SCL.TO,1860,8134,15129240
MRU.TO,1861,8134,15137374
NA.TO,1862,8134,15145508
WCM-A.TO,1863,8134,15153642
TCL-B.TO,1864,8134,15161776
DC-A.TO,1865,8134,15169910
CGI.TO,1866,8134,15178044
TPX-B.TO,1867,8134,15186178
BNS.TO,1868,8134,15194312
CAS.TO,1869,8134,15202446
RY.TO,1870,8134,15210580
EMP-A.TO,1871,8134,15218714
BMO.TO,1872,8134,15226848
RCI-B.TO,1873,8134,15234982
T.TO,1874,8134,15243116
FTT.TO,1875,8134,15251250
TA.TO,1876,8134,15259384
FTS.TO,1877,8134,15267518
POW.TO,1878,8134,15275652
CCO.TO,1879,8134,15283786
TRP.TO,1880,8134,15291920
LB.TO,1881,8134,15300054
QBR-A.TO,1882,8134,15308188
SJR-B.TO,1883,8134,15316322
DLTR,1884,8134,15324456
EMA.TO,1885,8134,15332590
MX.TO,1886,8134,15340724
LNR.TO,1887,8134,15348858
DPM.TO,1888,8134,15356992
IMO.TO,1889,8134,15365126
CSW-A.TO,1890,8133,15371370
RCI-A.TO,1891,8133,15379503
600867.SS,1892,8130,15381960
NATI,1893,8129,15388197
INGA.AS,1894,8128,15394432
AGN.AS,1895,8125,15396875
CRBN.AS,1896,8125,15405000
WKL.AS,1897,8125,15413125
MHI.AX,1898,8125,15421250
HEIA.AS,1899,8125,15429375
KPN.AS,1900,8125,15437500
HDG.AS,1901,8124,15443724
SPICEJET.BO,1902,8123,15449946
HINDZINC.BO,1903,8123,15458069
INFY.BO,1904,8121,15462384
BUHF,1905,8121,15470505
FEDERALBNK.BO,1906,8121,15478626
CIPLA.BO,1907,8121,15486747
