,x,y,area
TGBD.L,12408,5561,69000888
600507.SS,12409,5561,69006449
VADIDAI.BO,12410,5561,69012010
600031.SS,12411,5560,69005160
BEH.SI,12412,5560,69010720
2383.HK,12413,5560,69016280
TQIR.DE,12414,5560,69021840
SMTPC.PA,12415,5560,69027400
CYTK,12416,5560,69032960
SMZ1.BE,12417,5560,69038520
GTQ1.F,12418,5559,69031662
BZG2.BE,12419,5559,69037221
8103.HK,12420,5558,69030360
VIKRAMTH.BO,12421,5558,69035918
ERC.V,12422,5557,69029054
5JK.SI,12423,5557,69034611
GJH,12424,5556,69027744
OCI1.BE,12425,5556,69033300
AFLYY,12426,5556,69038856
OCI1.MU,12427,5556,69044412
GHL,12428,5555,69037540
CCR.L,12429,5555,69043095
ET82.BE,12430,5554,69036220
FEM.PA,12431,5554,69041774
1066.HK,12432,5553,69034896
0616.HK,12433,5553,69040449
CHL.HM,12434,5553,69046002
EVE.AX,12435,5552,69039120
NDTV.BO,12436,5552,69044672
CSN.L,12437,5552,69050224
ET82.F,12438,5552,69055776
GGS.MU,12439,5552,69061328
0041.KL,12440,5551,69054440
WYN.L,12441,5551,69059991
0295.HK,12442,5551,69065542
CNER,12443,5550,69058650
0981.HK,12444,5550,69064200
FMFG,12445,5550,69069750
TYT.L,12446,5549,69062854
HCBN,12447,5549,69068403
NUVA,12448,5549,69073952
600490.SS,12449,5549,69079501
0565.HK,12450,5547,69060150
039490.KS,12451,5547,69065697
MBH.L,12452,5547,69071244
600406.SS,12453,5547,69076791
TRN.MI,12454,5546,69069884
600439.SS,12455,5546,69075430
OCI1.F,12456,5546,69080976
CRWTF,12457,5545,69074065
VRTC,12458,5545,69079610
NC2B.MU,12459,5545,69085155
HAWLI,12460,5545,69090700
KARN.SW,12461,5545,69096245
CRLKP,12462,5545,69101790
AMS.SW,12463,5545,69107335
TONN.PA,12464,5544,69100416
ZIL2.MU,12465,5543,69093495
ERCA.HM,12466,5543,69099038
600584.SS,12467,5543,69104581
MURUDCERA.NS,12468,5543,69110124
MHG.F,12469,5543,69115667
KAR.AX,12470,5542,69108740
ISAT.JK,12471,5542,69114282
SAIG.BR,12472,5542,69119824
SHEETAL.BO,12473,5541,69112893
BEW.V,12474,5541,69118434
ADHI.JK,12475,5541,69123975
RIG2.MU,12476,5541,69129516
EMEDTECH.BO,12477,5540,69122580
FLK.AX,12478,5540,69128120
NVPA.MU,12479,5540,69133660
HFD.L,12480,5540,69139200
600503.SS,12481,5540,69144740
TQIA.F,12482,5540,69150280
FOO.DE,12483,5540,69155820
SCB.LS,12484,5539,69148876
ER9.BE,12485,5539,69154415
AZM.MI,12486,5539,69159954
GNW,12487,5539,69165493
2338.HK,12488,5539,69171032
FCT,12489,5538,69164082
JAUSPOL.BO,12490,5538,69169620
INDOEURO.BO,12491,5538,69175158
ALD.HM,12492,5538,69180696
GLU,12493,5538,69186234
0883.HK,12494,5538,69191772
ETO,12495,5538,69197310
CRSTCHM.BO,12496,5537,69190352
WMC.MU,12497,5537,69195889
CCL.NS,12498,5536,69188928
AXIS.ST,12499,5536,69194464
HLG.MU,12500,5536,69200000
QS3.BE,12501,5533,69168033
BCONQ,12502,5533,69173566
ITM.L,12503,5533,69179099
HDB.BE,12504,5533,69184632
SP,12505,5533,69190165
ADVMULT.BO,12506,5533,69195698
QS3.F,12507,5533,69201231
DNQA.MU,12508,5532,69194256
0241.HK,12509,5532,69199788
LBTYA,12510,5532,69205320
KOHINOORBRO.BO,12511,5531,69198341
LIX.V,12512,5531,69203872
SIDDHEGA.BO,12513,5531,69209403
JPASSOCIAT.NS,12514,5530,69202420
AOT.BK,12515,5530,69207950
JKTYRE.NS,12516,5530,69213480
JPASSOCIAT.BO,12517,5530,69219010
HDB.F,12518,5530,69224540
CERAMICB.MX,12519,5529,69217551
HSD.L,12520,5527,69198040
MFG.AX,12521,5527,69203567
0451.HK,12522,5527,69209094
CNR.L,12523,5527,69214621
SMWH.L,12524,5527,69220148
PGR.L,12525,5527,69225675
ABC.L,12526,5527,69231202
CHA.MU,12527,5527,69236729
0316.HK,12528,5527,69242256
ADT.L,12529,5527,69247783
STM.L,12530,5527,69253310
GAL.L,12531,5527,69258837
CTH.L,12532,5527,69264364
VNET.L,12533,5527,69269891
PAY.L,12534,5527,69275418
LBTYB,12535,5527,69280945
GDMS.PA,12536,5526,69273936
600477.SS,12537,5526,69279462
EMC.BK,12538,5525,69272450
ECX.DE,12539,5525,69277975
600425.SS,12540,5524,69270960
ECX.MU,12541,5524,69276484
SSFORMT.BO,12542,5524,69282008
ECX.F,12543,5524,69287532
0035.KL,12544,5523,69280512
NOTE.ST,12545,5523,69286035
DSFGY,12546,5523,69291558
EGG.AX,12547,5523,69297081
0185.HK,12548,5523,69302604
WVVEF,12549,5522,69295578
REDW,12550,5522,69301100
ORBN,12551,5522,69306622
0043.KL,12552,5522,69312144
VKSC,12553,5522,69317666
ECX.DU,12554,5522,69323188
ECX.BE,12555,5522,69328710
YOO.V,12556,5521,69321676
QZM.V,12557,5521,69327197
RVX.TO,12558,5521,69332718
APL.V,12559,5521,69338239
PXI.V,12560,5521,69343760
SFL,12561,5521,69349281
FYL.V,12562,5521,69354802
CGNH,12563,5521,69360323
GMW.BE,12564,5521,69365844
GODM.TA,12565,5521,69371365
MUN.V,12566,5521,69376886
600352.SS,12567,5521,69382407
FSZ.TO,12568,5521,69387928
WFS.TO,12569,5521,69393449
ESK.V,12570,5521,69398970
MGG.MU,12571,5521,69404491
ERD.TO,12572,5521,69410012
EQB.TO,12573,5521,69415533
NLV.F,12574,5520,69408480
5078.KL,12575,5520,69414000
EZ5.F,12576,5519,69406944
EIF.TO,12577,5519,69412463
PXS.L,12578,5519,69417982
EGCA.F,12579,5519,69423501
NESM.F,12580,5519,69429020
LA.V,12581,5519,69434539
VVI,12582,5517,69414894
BI7.MU,12583,5517,69420411
SED.MC,12584,5517,69425928
BML.AX,12585,5517,69431445
MAR.TO,12586,5517,69436962
DTGI,12587,5517,69442479
QCOM.MX,12588,5516,69435408
CRM,12589,5516,69440924
UTG.MU,12590,5515,69433850
OB8.MU,12591,5515,69439365
GOQN.F,12592,5515,69444880
UTG.BE,12593,5514,69437802
HFK.BE,12594,5514,69443316
SBID.L,12595,5514,69448830
FFB.BE,12596,5514,69454344
GBLP,12597,5513,69447261
ECL.BK,12598,5512,69440176
HCG.TO,12599,5512,69445688
0127.HK,12600,5512,69451200
PHC.L,12601,5512,69456712
600489.SS,12602,5512,69462224
ATC.V,12603,5512,69467736
600348.SS,12604,5511,69460644
600527.SS,12605,5511,69466155
TCM1.DU,12606,5510,69459060
NCK.AX,12607,5510,69464570
FMM.V,12608,5510,69470080
NCC.L,12609,5509,69462981
EBAY.MX,12610,5509,69468490
NVPA.F,12611,5509,69473999
JOPA3.SA,12612,5508,69466896
TDCB,12613,5508,69472404
DJUR.CO,12614,5508,69477912
CGIFF,12615,5508,69483420
HOMEX.MX,12616,5507,69476312
FJZ.MU,12617,5507,69481819
APARINDS.NS,12618,5506,69474708
PLAS.JK,12619,5506,69480214
CHL.MU,12620,5506,69485720
0028.HK,12621,5506,69491226
0006.KL,12622,5506,69496732
UCGR.MI,12623,5505,69489615
0679.HK,12624,5504,69482496
SLP.L,12625,5504,69488000
ACT.DE,12626,5504,69493504
GOTHIPL.BO,12627,5504,69499008
PZX.F,12628,5504,69504512
BOIL.L,12629,5504,69510016
HEP,12630,5504,69515520
MBT.L,12631,5503,69508393
GL8.BE,12632,5503,69513896
USJ.MU,12633,5503,69519399
GOLL4.SA,12634,5502,69512268
CRESTANI.BO,12635,5501,69505135
ZNHH.MU,12636,5501,69510636
AVBH,12637,5501,69516137
DPZ,12638,5500,69509000
ISCB,12639,5500,69514500
600449.SS,12640,5500,69520000
PFD.L,12641,5500,69525500
2341.HK,12642,5499,69518358
BPH.AX,12643,5498,69511214
STX.AX,12644,5498,69516712
PGS1.F,12645,5498,69522210
ELDERPHARM.NS,12646,5497,69515062
ABEA.MU,12647,5497,69520559
CAD.MI,12648,5497,69526056
ATH.VI,12649,5497,69531553
QCCO,12650,5497,69537050
ABEA.HM,12651,5496,69529896
ABEA.F,12652,5496,69535392
ABEA.BE,12653,5496,69540888
MTSM.JK,12654,5496,69546384
ABEA.DU,12655,5496,69551880
600570.SS,12656,5495,69544720
GOE.AX,12657,5495,69550215
BOL.BK,12658,5495,69555710
NICCO.NS,12659,5494,69548546
VOG.L,12660,5494,69554040
MEI.AX,12661,5494,69559534
CM2.F,12662,5494,69565028
CY2.F,12663,5494,69570522
FEN.L,12664,5493,69563352
BTEK.JK,12665,5493,69568845
YRAIF,12666,5493,69574338
BNEFF,12667,5493,69579831
NURO,12668,5492,69572656
LPL,12669,5492,69578148
ZHEH.L,12670,5491,69570970
ACCENTECH.BO,12671,5491,69576461
8286.HK,12672,5490,69569280
SIPD.JK,12673,5489,69562097
BLKB,12674,5489,69567586
EFT,12675,5489,69573075
FSWA,12676,5489,69578564
NYMT,12677,5489,69584053
NANO.L,12678,5489,69589542
0433.HK,12679,5489,69595031
GC6.F,12680,5488,69587840
PSEC,12681,5488,69593328
PYT,12682,5488,69598816
SUWN,12683,5488,69604304
JRO,12684,5487,69597108
4723.KL,12685,5487,69602595
MNKD,12686,5487,69608082
BIU2.MU,12687,5486,69600882
1708.HK,12688,5486,69606368
600020.SS,12689,5486,69611854
MGA.TO,12690,5485,69604650
ELDERPHARM.BO,12691,5485,69610135
MCN,12692,5483,69590236
ENS,12693,5483,69595719
600340.SS,12694,5483,69601202
TOPS,12695,5483,69606685
PEL.MI,12696,5482,69599472
GENX,12697,5482,69604954
JIHD.JK,12698,5482,69610436
NILSY,12699,5482,69615918
0351.HK,12700,5482,69621400
CLD.V,12701,5481,69614181
8131.HK,12702,5481,69619662
0669.HK,12703,5481,69625143
ELIN.AT,12704,5481,69630624
TQI.HA,12705,5481,69636105
MLX.AX,12706,5480,69628880
2866.HK,12707,5480,69634360
EJZN.F,12708,5480,69639840
0700.HK,12709,5480,69645320
2319.HK,12710,5479,69638090
QTXB,12711,5478,69630858
AJW.F,12712,5478,69636336
600029.SS,12713,5478,69641814
CVGI,12714,5477,69634578
IDP.HM,12715,5477,69640055
AOG.F,12716,5477,69645532
0512.HK,12717,5477,69651009
AU9.F,12718,5477,69656486
GOC.F,12719,5476,69649244
CG.TO,12720,5476,69654720
BX7.F,12721,5475,69647475
WLK,12722,5474,69640228
0049.KL,12723,5474,69645702
KRG,12724,5474,69651176
STXS,12725,5474,69656650
MGI,12726,5474,69662124
HIL,12727,5474,69667598
ENRG.JK,12728,5473,69660344
NXI.PA,12729,5473,69665817
BBVA.DE,12730,5473,69671290
PJJ1.MU,12731,5472,69664032
BSB.F,12732,5472,69669504
FWV.MU,12733,5471,69662243
EXR,12734,5471,69667714
EZ5.MU,12735,5471,69673185
CNS,12736,5471,69678656
PFI.MU,12737,5470,69671390
2331.HK,12738,5470,69676860
HCH.F,12739,5470,69682330
0432.HK,12740,5468,69662320
BNLI.JK,12741,5468,69667788
2356.HK,12742,5467,69660514
034220.KS,12743,5465,69640495
EUZOF,12744,5465,69645960
AQX.AX,12745,5465,69651425
OSP2.F,12746,5464,69644144
GQC.V,12747,5464,69649608
CPL.MC,12748,5462,69629576
RRU.DU,12749,5462,69635038
FFA,12750,5461,69627750
CLDN.L,12751,5459,69607709
BTPC.F,12752,5459,69613168
ELE.PA,12753,5459,69618627
BGT,12754,5459,69624086
INNA.F,12755,5458,69616790
5EW.SI,12756,5458,69622248
ATI.PA,12757,5457,69614949
PRU.AX,12758,5457,69620406
GKP.L,12759,5457,69625863
ITMPF,12760,5457,69631320
2343.HK,12761,5456,69624016
AVT.F,12762,5456,69629472
RFLFF,12763,5456,69634928
IFF.MU,12764,5455,69627620
OGZD.L,12765,5454,69620310
AJW.MU,12766,5454,69625764
YPSN.SW,12767,5453,69618451
SAB.MX,12768,5452,69611136
GTQ1.DE,12769,5450,69591050
MFZ.MU,12770,5450,69596500
ACR.AX,12771,5449,69589179
BRGE.L,12772,5447,69569084
GAP.MU,12773,5447,69574531
FDM.MU,12774,5446,69567204
STON,12775,5446,69572650
ORNAV.HE,12776,5446,69578096
TEBNK.IS,12777,5446,69583542
BMNM,12778,5445,69576210
DYF1.F,12779,5445,69581655
DXS.AX,12780,5445,69587100
NT1.F,12781,5445,69592545
RG3.MU,12782,5445,69597990
SECT-B.ST,12783,5444,69590652
TETY.ST,12784,5444,69596096
EURN.BR,12785,5444,69601540
600478.SS,12786,5444,69606984
ENEA.ST,12787,5444,69612428
VIT-B.ST,12788,5444,69617872
WISE.ST,12789,5444,69623316
FPO.BE,12790,5444,69628760
JLT.ST,12791,5443,69621413
023600.KQ,12792,5443,69626856
025770.KQ,12793,5443,69632299
AQ.ST,12794,5443,69637742
TCM1.MU,12795,5443,69643185
003800.KQ,12796,5443,69648628
2325.TW,12797,5443,69654071
033130.KQ,12798,5443,69659514
025900.KQ,12799,5443,69664957
011560.KQ,12800,5443,69670400
FPO.MU,12801,5443,69675843
BLIBQ,12802,5442,69668484
FPIP.ST,12803,5442,69673926
006910.KQ,12804,5442,69679368
NEPH,12805,5441,69672005
BFK.SI,12806,5441,69677446
SKMO.ST,12807,5441,69682887
012620.KQ,12808,5441,69688328
026040.KQ,12809,5441,69693769
034940.KQ,12810,5441,69699210
BECN,12811,5439,69679029
PVT.F,12812,5438,69671656
WEZ.MU,12813,5438,69677094
BEG.L,12814,5437,69669718
EGH.AX,12815,5436,69662340
TTM,12816,5436,69667776
PVJA.F,12817,5436,69673212
009620.KQ,12818,5435,69665830
CC3.SI,12819,5435,69671265
AVEN.ST,12820,5435,69676700
SPIL,12821,5435,69682135
BJE.SI,12822,5434,69674748
600462.SS,12823,5433,69667359
007770.KQ,12824,5433,69672792
AU9.MU,12825,5433,69678225
GRV.SG,12826,5431,69658006
TXRH,12827,5429,69637783
IAM.PA,12828,5429,69643212
GLV.F,12829,5429,69648641
AGY.L,12830,5429,69654070
INVA,12831,5429,69659499
ORG.F,12832,5428,69652096
RRZ.F,12833,5428,69657524
600452.SS,12834,5428,69662952
CLWA,12835,5428,69668380
IS7.DE,12836,5428,69673808
EWZ.F,12837,5428,69679236
CN4.F,12838,5428,69684664
OCL.BO,12839,5426,69664414
HPBK.DE,12840,5425,69657000
600545.SS,12841,5425,69662425
600476.SS,12842,5425,69667850
OXF.L,12843,5424,69660432
PEGYO.IS,12844,5424,69665856
DRE2.MU,12845,5424,69671280
ORC-B.V,12846,5424,69676704
ITH.MU,12847,5424,69682128
CRDFA.IS,12848,5423,69674704
HPBK.F,12849,5423,69680127
TGG.NZ,12850,5423,69685550
HURN,12851,5422,69678122
T03.SI,12852,5422,69683544
BOZA.MU,12853,5422,69688966
IE2A.MU,12854,5421,69681534
DFIB.L,12855,5421,69686955
600479.SS,12856,5420,69679520
MTL.L,12857,5419,69672083
SWN.MU,12858,5418,69664644
CGP.F,12859,5417,69657203
600284.SS,12860,5417,69662620
NEL.OL,12861,5417,69668037
SNG.L,12862,5416,69660592
016600.KQ,12863,5416,69666008
SHO,12864,5415,69658560
GCL.F,12865,5414,69651110
CUBE,12866,5414,69656524
IJ7.F,12867,5413,69649071
BLU.L,12868,5413,69654484
AZG2.F,12869,5412,69647028
NEN.MU,12870,5411,69639570
PFN,12871,5410,69632110
EOI,12872,5410,69637520
BXMX,12873,5410,69642930
EMR.L,12874,5409,69635466
BBW,12875,5409,69640875
DLR,12876,5408,69633408
SAP.BR,12877,5408,69638816
MTL,12878,5408,69644224
GHH.F,12879,5405,69610995
023460.KQ,12880,5405,69616400
GLYHO.IS,12881,5405,69621805
KIN2.F,12882,5404,69614328
CS6.F,12883,5404,69619732
EMC1.MU,12884,5404,69625136
HCFL,12885,5404,69630540
PJR.F,12886,5404,69635944
LSE.BE,12887,5403,69628461
AST.L,12888,5403,69633864
LSE.F,12889,5402,69626378
EOG.L,12890,5402,69631780
CRYSS.BO,12891,5401,69624291
ISZN.F,12892,5399,69603908
KIN2.DE,12893,5398,69596414
KA8.DE,12894,5397,69588918
JYSK.CO,12895,5397,69594315
SPNO.CO,12896,5397,69599712
600969.SS,12897,5397,69605109
TOTA.CO,12898,5395,69584710
SBS.CO,12899,5395,69590105
4XS.F,12900,5394,69582600
IUI1.MU,12901,5394,69587994
FZKA.BE,12902,5394,69593388
FZKA.MU,12903,5394,69598782
HOO.MU,12904,5394,69604176
600988.SS,12905,5392,69583760
AAPL.MX,12906,5392,69589152
HOO.BE,12907,5392,69594544
CWR.L,12908,5390,69574120
BTT.DU,12909,5389,69566601
XOU.F,12910,5389,69571990
CAFO.PA,12911,5386,69538646
010280.KQ,12912,5385,69531120
600249.SS,12913,5385,69536505
BSB.MU,12914,5378,69451492
600540.SS,12915,5375,69418125
TRICOM.BO,12916,5372,69384752
600990.SS,12917,5370,69364290
EVP,12918,5369,69356742
600114.SS,12919,5369,69362111
5099.KL,12920,5365,69315800
039020.KQ,12921,5364,69308244
HGL.HM,12922,5357,69223154
HIW.MU,12923,5354,69189742
KGM.AX,12924,5353,69182172
SCE.DE,12925,5353,69187525
600470.SS,12926,5351,69167026
BIRSHLEDU.BO,12927,5347,69120669
GMG.AX,12928,5344,69087232
MLSIC.PA,12929,5336,68989144
ANF.PA,12930,5336,68994480
DA.MI,12931,5334,68973954
TOX.AX,12932,5334,68979288
024840.KQ,12933,5332,68958756
ATPK.JK,12934,5331,68951154
LEM1S.HE,12935,5322,68840070
BHUWALST.BO,12936,5318,68793648
YPB.AX,12937,5316,68773092
NSX.AX,12938,5314,68752532
CMMQ.BO,12939,5309,68693151
KGL.AX,12940,5307,68672580
EMI,12941,5306,68664946
DTEA.DE,12942,5302,68618484
ERCA.DE,12943,5300,68597900
BHAGGAS.BO,12944,5300,68603200
AASP,12945,5299,68595555
VYVRAUT.BO,12946,5292,68510232
WRF.F,12947,5291,68502577
PYC.AX,12948,5279,68352492
COP.BE,12949,5278,68344822
LAX.PA,12950,5269,68233550
DMP.AX,12951,5259,68109309
AMFL,12952,5256,68075712
FPEO.L,12953,5247,67964391
5CJ.SI,12954,5244,67930776
PZC.AX,12955,5237,67845335
KND,12956,5228,67733968
EGLE,12957,5206,67454142
FAO2.F,12958,5191,67264978
022100.KQ,12959,5187,67218333
FOT.DE,12960,5185,67197600
UMS.MU,12961,5185,67202785
SWGAF,12962,5181,67156122
AFTEK.NS,12963,5180,67148340
KDX.TO,12964,5179,67140556
SFM1.F,12965,5176,67106840
ZANDUREALT.BO,12966,5176,67112016
BIDU,12967,5174,67091258
FFY.L,12968,5171,67057528
GGGRAN.BO,12969,5156,66868164
AMX.V,12970,5153,66834410
EME.AX,12971,5150,66800650
SMT.TA,12972,5138,66650136
AFHL.TA,12973,5138,66655274
REA.BR,12974,5124,66478776
BOE.MI,12975,5121,66444975
ERMS,12976,5115,66372240
RATI-L.TA,12977,5108,66286516
DLEA.TA,12978,5108,66291624
POLI.TA,12979,5108,66296732
CLIS.TA,12980,5108,66301840
QLTU.TA,12981,5108,66306948
EMTC.TA,12982,5108,66312056
VILR.TA,12983,5108,66317164
ROTS.TA,12984,5108,66322272
HAMAT.TA,12985,5108,66327380
AVER.TA,12986,5108,66332488
ARAD.TA,12987,5108,66337596
VISN.TA,12988,5108,66342704
ARAN.TA,12989,5108,66347812
AZRM.TA,12990,5108,66352920
AVIV.TA,12991,5108,66358028
MDIN-L.TA,12992,5108,66363136
CHAM.TA,12993,5108,66368244
JBNK.TA,12994,5108,66373352
AVLN.TA,12995,5108,66378460
EMITF.TA,12996,5108,66383568
MGIC.TA,12997,5108,66388676
EQTL.TA,12998,5108,66393784
HRON.TA,12999,5108,66398892
NFTA.TA,13000,5108,66404000
PIU.TA,13001,5108,66409108
MRHL.TA,13002,5108,66414216
BSEN.TA,13003,5108,66419324
PLSN.TA,13004,5108,66424432
GOLD.TA,13005,5108,66429540
DLEKG.TA,13006,5108,66434648
ORTC.TA,13007,5108,66439756
LBTL.TA,13008,5108,66444864
MMAN.TA,13009,5108,66449972
RIMO.TA,13010,5108,66455080
LEVI.TA,13011,5108,66460188
ALRPR.TA,13012,5108,66465296
ICL.TA,13013,5108,66470404
PHOE.TA,13014,5108,66475512
FIBI.TA,13015,5108,66480620
TTAM.TA,13016,5108,66485728
NTO.TA,13017,5108,66490836
ISRO.TA,13018,5108,66495944
CAST.TA,13019,5108,66501052
PTNR.TA,13020,5108,66506160
SNEL.TA,13021,5108,66511268
ISTA.TA,13022,5108,66516376
NICE.TA,13023,5108,66521484
REKA.TA,13024,5108,66526592
GIVO-L.TA,13025,5108,66531700
ANGL.TA,13026,5108,66536808
CRMT.TA,13027,5108,66541916
INFR.TA,13028,5108,66547024
MISH.TA,13029,5108,66552132
IMCO.TA,13030,5108,66557240
ININ.TA,13031,5108,66562348
MLSR.TA,13032,5108,66567456
SRFT.TA,13033,5108,66572564
GOHO.TA,13034,5108,66577672
MMHD.TA,13035,5108,66582780
MGDL.TA,13036,5108,66587888
LHIS.TA,13037,5108,66592996
CISY.TA,13038,5108,66598104
LEOF.TA,13039,5108,66603212
BRND.TA,13040,5108,66608320
FBRT.TA,13041,5108,66613428
ELTR.TA,13042,5108,66618536
FOX.TA,13043,5108,66623644
KNFM.TA,13044,5108,66628752
SANO1.TA,13045,5108,66633860
TNPV.TA,13046,5108,66638968
HLAN.TA,13047,5108,66644076
SCOP.TA,13048,5108,66649184
MYDS.TA,13049,5108,66654292
LAPD.TA,13050,5108,66659400
TOPS.TA,13051,5108,66664508
NTGR.TA,13052,5108,66669616
ALBA.TA,13053,5107,66661671
PTBL.TA,13054,5106,66653724
BEZQ.TA,13055,5106,66658830
ESLT.TA,13056,5106,66663936
ALHE.TA,13057,5106,66669042
FORTY.TA,13058,5106,66674148
PTCH.TA,13059,5106,66679254
DSCT.TA,13060,5105,66671300
DISI.TA,13061,5105,66676405
ELCO.TA,13062,5105,66681510
TSEM.TA,13063,5105,66686615
ELRN.TA,13064,5105,66691720
AFIL.TA,13065,5105,66696825
TEVA.TA,13066,5105,66701930
AUDC.TA,13067,5105,66707035
HARL.TA,13068,5105,66712140
BRAN.TA,13069,5105,66717245
CGEN.TA,13070,5104,66709280
SKBN.TA,13071,5103,66701313
AXS.L,13072,5103,66706416
CHFN,13073,5090,66541570
MLCJS.PA,13074,5089,66533586
AETUF,13075,5088,66525600
DELT.TA,13076,5088,66530688
OAKR,13077,5086,66509622
BKD,13078,5082,66462396
CJU.BE,13079,5078,66415162
EPGL,13080,5072,66341760
DANH.TA,13081,5071,66333751
MAT.V,13082,5065,66260330
CAMT.TA,13083,5060,66199980
JENSONICOL.NS,13084,5058,66178872
ALU.F,13085,5055,66144675
ABCBEARS.BO,13086,5047,66045042
AMBR.L,13087,5046,66037002
AKB2.MU,13088,5045,66028960
PESA.BA,13089,5038,65942382
NVMI.TA,13090,5031,65855790
EMP.F,13091,5024,65769184
NCAL,13092,5014,65643288
CTP.AX,13093,5010,65595930
MASECAB.MX,13094,5008,65574752
SKFRY,13095,5003,65514285
ENTEGRA.NS,13096,5002,65506192
AKF.AX,13097,4999,65471903
SPX.V,13098,4991,65372118
E23.SI,13099,4990,65364010
MGHI.L,13100,4989,65355900
049520.KQ,13101,4988,65347788
SATELENG.BO,13102,4983,65287266
SANWARIA.NS,13103,4975,65187425
HINDIND.BO,13104,4975,65192400
GFRP,13105,4960,65000800
ADP.PA,13106,4958,64979548
MLFRC.PA,13107,4955,64945185
RASHELAG.BO,13108,4954,64937032
CCT.TO,13109,4950,64889550
ADI1.DE,13110,4947,64855170
MMR.AX,13111,4940,64768340
RISHABFIN.BO,13112,4934,64694608
EEQ,13113,4934,64699542
ARKAY,13114,4934,64704476
ALMDG.PA,13115,4933,64696295
HWSA.HA,13116,4928,64635648
ARVINDIN.BO,13117,4927,64627459
ERAINFRA.BO,13118,4927,64632386
AGGZF,13119,4925,64611075
ALMMF,13120,4925,64616000
FLYLF,13121,4925,64620925
AOMFF,13122,4925,64625850
BELLARYS.BO,13123,4922,64591406
EB51.F,13124,4918,64543832
BDZ.F,13125,4918,64548750
KBU.F,13126,4914,64501164
HWSA.HM,13127,4913,64492951
UBHOLDINGS.BO,13128,4912,64484736
AIVI,13129,4911,64476519
ENLK,13130,4911,64481430
MEDI.OL,13131,4910,64473210
SARS.L,13132,4903,64386196
FRUT.TA,13133,4902,64377966
DUNCANSLTD.NS,13134,4899,64343466
O4B.DE,13135,4896,64308960
HE8.MU,13136,4894,64287584
VALE5.SA,13137,4894,64292478
MT.PA,13138,4889,64231682
ELAL.TA,13139,4888,64223432
PKL.DU,13140,4886,64202040
BLON.DE,13141,4885,64193785
HIRAN.BO,13142,4876,64080392
CMBT.MU,13143,4874,64058982
AVA.L,13144,4871,64024424
MASCONGLO.BO,13145,4867,63976715
GEINDSYS.BO,13146,4866,63968436
021045.KQ,13147,4864,63947008
ABLBIO.BO,13148,4863,63938724
IOX.OL,13149,4860,63904140
ANS.MU,13150,4859,63895850
CMBT.DU,13151,4858,63887558
ALU.HM,13152,4856,63866112
ELDERHCL.BO,13153,4849,63778897
LBT.AX,13154,4849,63783746
HTH.F,13155,4849,63788595
ORA.TO,13156,4845,63740820
ATUSF,13157,4840,63679880
AGRODUTCH.NS,13158,4832,63579456
SOCC,13159,4823,63465857
PRS.MI,13160,4804,63220640
AELP3.SA,13161,4803,63212283
ZANDUREALT.NS,13162,4791,63059142
IDX.F,13163,4785,62984955
PEK.AX,13164,4784,62976576
EBS,13165,4782,62955030
LIAB.ST,13166,4768,62775488
UBI.AX,13167,4764,62727588
MNY.AX,13168,4759,62666512
SYN,13169,4754,62605426
IMG.F,13170,4751,62570670
AOH.AX,13171,4747,62522737
AYN.V,13172,4745,62501140
AHNR,13173,4737,62400501
ARREF,13174,4733,62352542
ARM.F,13175,4733,62357275
BRW1.F,13176,4717,62151192
YCR.F,13177,4716,62142732
LTR.AX,13178,4715,62134270
036010.KQ,13179,4713,62112627
GILT.TA,13180,4704,61998720
LSC1R.RG,13181,4698,61924338
MLMED.PA,13182,4695,61889490
BLY.AX,13183,4680,61696440
UNY.BE,13184,4676,61648384
SPNTC.TA,13185,4654,61362990
K1R.DE,13186,4653,61354458
ABTO,13187,4647,61279989
UBAB,13188,4647,61284636
AXRX,13189,4642,61223338
RYG.V,13190,4640,61201600
DIMRI.TA,13191,4640,61206240
AIRYY,13192,4636,61158112
ELSPC.TA,13193,4635,61149555
SALG.TA,13194,4629,61075026
BGS,13195,4628,61066460
UUL.AX,13196,4626,61044696
MYX.AX,13197,4610,60838170
HENOY,13198,4605,60776790
BX,13199,4603,60754997
AIQUY,13200,4603,60759600
BKCC,13201,4599,60711399
CPI.F,13202,4598,60702796
STO.V,13203,4591,60614973
RMN.TA,13204,4590,60606360
OKU.AX,13205,4589,60597745
MTRN.TA,13206,4580,60483480
STWRY,13207,4574,60408818
AKVA,13208,4571,60373768
AFPR.TA,13209,4542,59995278
PLS.AX,13210,4540,59973400
HIPH,13211,4504,59502344
NHF.AX,13212,4500,59454000
PCBT.TA,13213,4493,59366009
ARD.TA,13214,4493,59370502
ARYX,13215,4485,59269275
DUNI.ST,13216,4475,59141600
AU8U.SI,13217,4471,59093207
GLPL.TA,13218,4470,59084460
NOA.TO,13219,4469,59075711
